0 1662 2874 1467 2572 1808 2890 2229 2228 2809 2296 1034 1536 1808 1061 2911 2898 2382 1652 2116 
2245 0 2165 2651 1660 2649 2732 1151 2725 2328 2861 1935 2156 2833 2003 2976 1921 1080 1475 1123 
2936 2284 0 2726 1808 2065 1922 2107 1533 2777 2357 2290 1986 2729 1017 2813 1508 1449 1223 1980 
2327 1038 1948 0 1542 2333 2906 1945 2922 2711 2522 2827 1731 2402 2511 1582 2532 1318 1630 1703 
2308 2049 1046 1431 0 2708 1310 2829 1955 2132 2504 1617 1738 1056 1609 1445 1343 2591 2960 1841 
1963 2297 2384 1214 1264 0 2586 1664 1259 1213 1150 1586 1245 1350 1218 1384 1550 2212 2609 1868 
2830 2924 2349 1862 1512 1639 0 1246 1689 2364 2685 2832 2856 2817 1593 2266 1164 2032 1334 1089 
2973 2641 1116 1607 2802 2699 2745 0 2245 1869 1578 2261 1208 1652 1402 2810 1127 1202 1686 2930 
1037 1808 1089 1528 2148 1393 1277 2669 0 1638 2706 2199 2287 1506 1145 1408 1971 1580 2084 1697 
2367 1546 2508 2439 2130 1469 1596 2037 1976 0 1055 2172 1750 2362 1305 2589 1262 2279 2332 1507 
2474 1235 1250 1819 1284 2126 2364 2163 2015 2482 0 1124 1557 1803 1976 1401 1872 2181 1639 2769 
2588 2876 1649 2431 2172 1861 1364 1368 1876 2248 2389 0 2735 2757 1619 2794 2683 1169 1110 2761 
1637 2875 1419 2616 1441 2615 2377 1902 2075 1371 1823 2525 0 2835 2821 2456 1904 2427 1818 1456 
2339 2924 1472 1671 1661 2412 2402 2178 1679 2982 2912 1790 1785 0 2967 2419 2535 2677 2595 1189 
1190 1907 1026 1218 1375 2152 1468 2599 1534 1388 2364 1038 2458 2489 0 2758 2548 1286 2366 2027 
2387 1345 2274 1266 1121 2284 1153 1810 2307 2517 1199 1923 2281 1256 2464 0 1598 1671 2295 2496 
2402 2548 2996 2838 1826 2454 2164 2990 1231 1080 1910 2754 2677 1501 2841 2725 0 2377 2354 2366 
1672 1401 2182 2519 2226 2550 1222 2952 1470 1606 2482 2041 2026 1073 1597 1823 1355 0 2227 2833 
1732 2249 1609 2149 2738 2574 1401 2498 2095 2535 1788 2268 1555 2978 2966 1127 1777 1534 0 2455 
2970 2481 2030 2274 1388 1141 2681 2060 1565 2099 2968 1334 2440 1021 1199 1993 2362 2083 2463 0 
