0 13  1 0.8 -1
0 4 12 2 0.514286 -1
0   2 0.228571 -1
0   2 0.342857 -1
0   3 0.6 -1
0   3 0.4 -1
0 3 19 4 1.2 -1
0 8 16 5 0.4 -1
0   5 0.177778 -1
0 13  5 0.533333 -1
0 19  6 1.2 -1
0 3  7 0.48 -1
0 6  7 0.32 -1
0   7 0.16 -1
0   8 0.266667 -1
0 9  8 0.8 -1
0 8  9 1.2 -1
0   10 0.266667 -1
0 9 18 10 0.266667 -1
0 9  10 0.533333 -1
0   11 0.32 -1
0 19 6 11 0.72 -1
0   12 0.266667 -1
0 9  12 0.8 -1
0 6  13 0.4 -1
0 19  13 0.6 -1
0   14 0.8 -1
0 9 12 15 0.342857 -1
0 10  15 0.457143 -1
0   16 0.4 -1
0   16 0.4 -1
0 15 13 17 0.72 -1
0   17 0.32 -1
0   18 1.2 -1
0 15  19 0.8 -1
1 13  0 0.533333 -1
1   0 0.177778 -1
1 18 13 0 0.4 -1
1 3  2 1.2 -1
1 6  3 0.436364 -1
1 10  3 0.436364 -1
1 4 10 3 0.327273 -1
1   4 0.4 -1
1 9  4 0.8 -1
1 10 12 5 1.2 -1
1   6 0.8 -1
1   7 0.2 -1
1 6  7 0.4 -1
1   7 0.2 -1
1   8 0.2 -1
1 3 18 8 0.3 -1
1 15 3 8 0.3 -1
1   9 0.32 -1
1 18 15 9 0.72 -1
1 4 15 10 0.4 -1
1 3 4 10 0.6 -1
1 19  11 0.685714 -1
1 3 13 11 0.342857 -1
1 3  12 0.6 -1
1 13  12 0.6 -1
1 15 4 13 0.48 -1
1   13 0.48 -1
1   14 0.266667 -1
1 11  14 0.355556 -1
1 9 11 14 0.4 -1
1 4  15 0.436364 -1
1 2 18 15 0.218182 -1
1 2  15 0.290909 -1
1   16 0.177778 -1
1 18  16 0.355556 -1
1 15 9 16 0.4 -1
1 15  17 1.2 -1
1   18 0.4 -1
1 0  18 0.8 -1
1 15  19 0.533333 -1
1   19 0.177778 -1
1 17 4 19 0.266667 -1
2 11  0 0.685714 -1
2 10 1 0 0.514286 -1
