0 1311 2148 2943 2974 2846 1257 1137 1080 2694 1866 1831 2597 2540 1239 1256 2132 1732 2630 2586 
2565 0 1355 2579 2783 1648 2564 1993 1621 1981 1143 2208 2045 2843 2629 2597 1386 1013 1940 2055 
2372 1151 0 2445 1246 2339 1128 1613 1215 2164 1565 2958 1508 2072 1987 2602 2811 2926 2356 1663 
2040 2472 2059 0 1089 1795 2134 1638 1494 2820 2076 2805 2592 2715 1271 2006 2316 1109 2823 1005 
1947 2729 2804 2861 0 1866 2096 1617 2963 1497 1153 1970 2296 1012 1306 2282 2472 2060 1653 1508 
1678 2485 1118 1115 2401 0 1565 1195 1225 2713 2899 1908 2338 2952 2520 1398 2382 2136 2348 2176 
1389 2353 2335 2265 1098 1267 0 2004 2915 1410 1324 1363 2136 2008 1832 1386 2486 1548 1511 2805 
1703 1245 2296 2404 2276 2336 2321 0 1687 1563 1699 2920 2349 1919 1303 1847 2336 2830 2671 2746 
1987 1189 2353 1889 1650 2319 2696 2759 0 2451 1746 1041 2130 1904 2398 1289 1847 1211 2099 1289 
1158 2577 2027 1420 1901 2464 2023 1426 1733 0 1451 2103 2537 2330 2355 1424 1572 2083 2940 2385 
2258 1597 2410 2569 2523 1752 1974 2832 1588 1408 0 1912 1521 1023 2473 1466 1398 2443 1738 1299 
2712 2359 2908 2296 2941 2549 2689 1313 2512 2422 2109 0 1197 2850 1826 1015 1077 1192 2070 2353 
1681 2092 2094 1757 1834 1984 2177 2989 2013 2315 1316 2127 0 1612 2367 2695 1442 1590 1670 2879 
1846 1924 1681 2709 2569 2339 2652 1253 1742 1324 2517 1161 2956 0 1338 1933 2781 2358 1707 2206 
1860 1304 2214 1675 1428 1296 1548 2205 2498 2460 1678 1957 2909 1381 0 1487 1569 1557 2888 2293 
2857 1883 1478 1356 2669 1426 2383 1312 1955 1345 2688 2535 1439 1129 1473 0 2750 2424 1639 1165 
2381 2159 2550 2896 2695 1292 1379 1179 1006 1655 1157 2226 1209 2633 2824 2121 0 1190 1244 2326 
1497 1344 1927 1851 1691 1103 2447 2227 1098 2461 2081 2870 2763 1668 2733 2143 2876 0 2090 1737 
2300 1455 1768 1537 2716 1536 2030 2244 1787 2121 1312 2812 1365 1946 2459 1395 2393 1310 0 2737 
2740 2907 1102 2079 2275 2979 2125 1902 1905 1010 1633 1514 2185 2067 1518 1050 1991 1338 2199 0 
