0 2504 1311 2299 1230 1449 1982 1611 1578 1604 1032 2857 1249 2899 1892 2941 2059 2406 1590 1260 
1868 0 2931 1771 1915 1355 2508 1823 1155 1079 2147 1760 2832 1275 1650 1623 2252 2877 2302 2722 
1868 1814 0 2770 2705 1969 1160 2903 1643 2436 2999 1064 2066 1635 2553 1990 2915 1530 1337 1887 
1180 2052 1553 0 2143 2847 2387 2962 2247 2031 2295 1136 2170 2625 2775 2514 1027 1622 1034 2916 
1942 2919 1498 1913 0 2404 1173 1260 2492 1179 1105 1339 2438 2758 2382 2556 2446 2953 2474 1617 
2649 1327 1358 1863 1322 0 1755 2449 2175 1974 2729 2828 2157 1618 2650 2554 1621 2452 2759 2736 
2524 2791 2461 1210 2619 1159 0 1639 1753 1393 1434 1762 1523 1146 1088 2458 1368 2868 2824 1712 
1666 1985 2498 1831 1607 1441 1124 0 2035 1078 2196 1641 2011 1398 2794 2304 1025 1904 2513 1869 
1107 1630 2142 1341 2985 1785 1462 2742 0 1028 2703 1083 1938 2888 2294 1181 2131 2675 2021 2632 
1958 2897 1139 2000 1138 2159 2195 1492 2148 0 1918 1620 1732 2617 2242 1244 2397 1370 1768 1210 
1182 2693 1884 1804 1519 2751 1917 2340 2247 2406 0 2376 1115 1130 2913 2239 2761 2329 1260 2958 
2268 1536 2747 1649 1367 1935 2996 2309 1909 2109 2341 0 1124 2113 2958 1110 1052 2074 1457 1188 
1500 2689 1220 1588 1390 2757 1705 2820 2365 2536 2858 2128 0 1716 2460 1348 2795 2049 2881 1716 
2821 1923 2025 2861 2855 2289 1079 1239 2445 2264 2113 2867 2448 0 2215 2748 2592 1830 2820 1959 
1917 2143 2253 1281 1902 2007 2375 1823 2428 2702 2176 1656 1281 1482 0 1558 1358 1975 1830 2387 
1528 1904 1482 2332 1108 2780 2580 2051 1932 2582 1747 2573 2508 2123 2775 0 1973 1685 2112 2638 
2963 1958 1261 2392 2082 2408 2264 2768 1157 1870 2293 1343 1894 2288 2837 2660 0 2755 1481 2971 
2831 1835 2567 1333 2382 1431 1787 2067 2834 2762 1575 2571 2025 2052 2452 2127 1409 0 2713 1847 
2701 2675 2993 1383 2688 2195 1111 1761 2253 1362 2074 1017 1349 2545 1581 1120 2634 1916 0 2169 
1014 2960 2311 2504 1849 1308 1104 1998 2031 1262 2132 2716 2434 2235 2662 2934 2465 2895 1738 0 
