0 320993 313818
1 212386 212296
2 318858 322581
3 284031 284989
4 134429 138688
5 117914 129569
6 323047 321630
7 338683 337268
8 337172 334323
9 368466 361754
10 197219 207207
11 164599 172950
12 267884 263825
13 248158 236130
14 298519 291898
15 134317 142018
16 257979 262430
17 129176 126669
18 361474 366405
19 169639 171982
20 317839 312243
21 186833 185041
22 303934 305210
23 183759 195673
24 137274 148406
25 214931 205974
26 194180 188021
27 207534 199868
28 275045 282022
29 291387 294439
30 279000 278760
31 292735 295359
32 325533 330302
33 134065 131154
34 149733 151527
35 318377 313017
36 134346 131609
37 203299 197446
38 145964 146125
39 247433 239401
40 231148 235345
41 234083 231231
42 140174 142250
43 279242 281432
44 161592 155711
45 302680 310379
46 316654 306139
47 135970 134298
48 356806 361004
49 278836 288420
50 277488 271450
51 296565 301223
52 264155 268128
53 140867 152459
54 331005 324967
55 150674 152858
56 345557 335342
57 204017 197591
58 272315 266560
59 328670 329460
