0 137914 143322
1 146451 147825
2 255065 252284
3 385111 380631
4 291896 289177
5 339184 341707
6 217809 226610
7 131528 129515
8 345849 335043
9 120039 120379
10 357886 352678
11 169901 172478
12 337499 330070
13 243626 241825
14 333932 338043
15 153043 157325
16 339985 338078
17 188999 200718
18 127792 133412
19 178570 168346
20 212415 212923
21 226298 230029
22 232440 236785
23 318364 319117
24 281353 273064
25 239391 242811
26 332518 321256
27 361947 349780
28 295297 294497
29 196553 187592
30 357208 354371
31 385668 382285
32 286771 281929
33 144972 146742
34 191647 193721
35 137642 134797
36 163725 163869
37 129717 135105
38 174483 171281
39 312399 313976
40 122288 124016
41 370037 378920
42 154342 152781
43 315647 302833
44 200694 209420
45 177225 180202
46 342776 347533
47 344216 341511
48 423102 421181
49 120152 130379
50 161356 161769
51 266893 273060
52 167330 166794
53 250290 246240
54 250326 255469
55 163804 163750
56 122914 132327
57 232692 231178
58 115905 117980
59 207657 207432
