0 341612 338822
1 217154 212130
2 367387 361283
3 140636 130924
4 221772 210844
5 158670 154612
6 139501 134127
7 296441 307204
8 354052 350960
9 226492 225141
10 389567 397138
11 296395 301939
12 137291 138908
13 346816 350571
14 358078 358959
15 351253 358038
16 243328 252314
17 145296 149256
18 261464 273547
19 118656 106940
20 349840 343362
21 203941 207746
22 251421 251195
23 343464 346734
24 382341 379039
25 332781 329073
26 191292 189793
27 345159 335801
28 324336 333143
29 142490 141482
30 193620 199716
31 128198 130146
32 168074 170639
33 396312 403722
34 143497 133575
35 111080 122164
36 166134 166824
37 326660 324389
38 185026 180665
39 343071 337020
40 196095 199074
41 131558 125041
42 124057 128569
43 281122 275287
44 215247 220392
45 262777 262552
46 188600 182807
47 274995 275101
48 121824 132006
49 193651 192400
50 253596 255853
51 266252 263126
52 178577 175791
53 193513 180087
54 207493 202510
55 310779 314842
56 155352 164852
57 116216 115639
58 285912 295831
59 313365 309934
