0 497501 483199
1 440298 446134
2 498415 499186
3 278774 280466
4 568427 564804
5 321754 324016
6 352843 362513
7 342751 334999
8 515677 503551
9 283818 284058
10 601077 600662
11 473911 455130
12 518902 520565
13 535218 535401
14 475802 482647
15 433260 428664
16 224448 218002
17 297610 289578
18 516673 509613
19 453453 456966
20 574868 578681
21 282394 282258
22 404848 388266
23 480891 481527
24 441320 457177
25 432490 429195
26 547909 550776
27 320851 313051
28 486996 482582
29 399023 401149
30 318091 311380
31 429553 426782
32 456928 462277
33 643277 647047
34 436956 449192
35 279474 283275
36 367283 365929
37 333595 327437
38 530059 529502
39 453296 451053
40 437156 450158
41 297661 271379
42 260694 265929
43 255257 254684
44 539577 540560
45 263926 267248
46 499786 517402
47 238921 242799
48 468802 461122
49 544570 553520
50 196013 200918
51 643646 633746
52 437156 440158
53 429216 434282
54 419188 423317
55 247234 251630
56 389487 389715
57 601620 604058
58 588950 589909
59 301487 299260
60 427911 432772
61 281068 285420
62 384102 389905
63 498294 503400
64 286211 296159
65 364987 365433
66 630358 635019
67 544635 533385
68 521464 522419
69 427628 432643
70 214046 211188
71 468947 457229
72 285572 294801
73 343858 343579
74 269135 269526
75 578042 584538
76 386694 378499
77 373644 358228
78 440608 432277
79 401483 398890
80 515319 525571
81 374629 375486
82 234867 244893
83 577962 571306
84 291389 287121
85 293511 290160
86 381387 380848
87 362102 364253
88 344377 355252
89 490565 488210
90 251363 254900
91 342162 346073
92 434829 441469
93 338436 337922
94 249122 255762
95 245117 249735
96 511985 510466
97 269047 270807
98 310244 296893
99 230064 225304
