0 91 57 1 0.3 -1
0 34 9 1 0.3 -1
0 6  1 0.4 -1
0   2 0.222222 -1
0 94 82 2 0.333333 -1
0 29  2 0.444444 -1
0 67 26 3 0.6 -1
0   3 0.4 -1
0   4 0.222222 -1
0 45  4 0.444444 -1
0 91 57 4 0.333333 -1
0   5 0.25 -1
0 56  5 0.5 -1
0   5 0.25 -1
0 47  6 1 -1
0 43 27 7 0.6 -1
0   7 0.4 -1
0 71  8 0.571429 -1
0 58 98 8 0.428571 -1
0 29 67 9 0.375 -1
0   9 0.25 -1
0 39 89 9 0.375 -1
0 80 3 10 0.5 -1
0 50 37 10 0.5 -1
0   11 0.333333 -1
0 79  11 0.666667 -1
0 80 63 12 1 -1
0   13 0.285714 -1
0   13 0.285714 -1
0 48 58 13 0.428571 -1
0   14 1 -1
0 8  15 1 -1
0 22 73 16 1 -1
0 93  17 0.5 -1
0 46  17 0.5 -1
0 15  18 1 -1
0   19 1 -1
0 95 57 20 0.6 -1
0   20 0.4 -1
0 18  21 1 -1
0 12 88 22 0.3 -1
0 56 6 22 0.3 -1
0 4  22 0.4 -1
0 32  23 0.666667 -1
0   23 0.333333 -1
0   24 1 -1
0 71  25 0.333333 -1
0 11  25 0.333333 -1
0 1  25 0.333333 -1
0 40 70 26 0.272727 -1
0 34  26 0.363636 -1
0 64  26 0.363636 -1
0   27 1 -1
0   28 1 -1
0   29 0.5 -1
0   29 0.5 -1
0 20 81 30 0.428571 -1
0   30 0.285714 -1
0   30 0.285714 -1
0   31 0.333333 -1
0 87  31 0.666667 -1
0   32 0.25 -1
0 59 52 32 0.375 -1
0 65 99 32 0.375 -1
0 73 56 33 0.333333 -1
0 12 57 33 0.333333 -1
0 65 71 33 0.333333 -1
0 64  34 0.5 -1
0 93  34 0.5 -1
0   35 1 -1
0   36 0.333333 -1
0 24  36 0.666667 -1
0 18  37 0.5 -1
0 8  37 0.5 -1
0   38 0.4 -1
0 47 54 38 0.6 -1
0 58 44 39 0.272727 -1
0 43  39 0.363636 -1
0 71  39 0.363636 -1
0   40 0.333333 -1
0 36  40 0.666667 -1
0 6 45 41 0.333333 -1
0 25 32 41 0.333333 -1
0 28 64 41 0.333333 -1
0 93 37 42 0.6 -1
0   42 0.4 -1
0   43 0.222222 -1
0 63  43 0.444444 -1
0 12 86 43 0.333333 -1
0 34 43 44 1 -1
0 46  45 0.444444 -1
0 22 24 45 0.333333 -1
0   45 0.222222 -1
0   46 0.285714 -1
0 40 39 46 0.428571 -1
0   46 0.285714 -1
0 3 81 47 1 -1
0 88 20 48 0.333333 -1
0 25 49 48 0.333333 -1
0 98 58 48 0.333333 -1
0 40  49 1 -1
0   50 0.285714 -1
0   50 0.285714 -1
0 27 85 50 0.428571 -1
0 46  51 0.571429 -1
0 90 55 51 0.428571 -1
0   52 1 -1
0   53 0.25 -1
0   53 0.25 -1
0 23  53 0.5 -1
0 53 56 54 0.6 -1
0   54 0.4 -1
0 9  55 0.444444 -1
0   55 0.222222 -1
0 92 45 55 0.333333 -1
0 55  56 0.444444 -1
0 3 54 56 0.333333 -1
0   56 0.222222 -1
0 9 37 57 0.428571 -1
0 48  57 0.571429 -1
0 65  58 0.444444 -1
0 12 95 58 0.333333 -1
0   58 0.222222 -1
0 89  59 0.666667 -1
0   59 0.333333 -1
0 21 32 60 0.5 -1
0 22 6 60 0.5 -1
0 45  61 0.666667 -1
0   61 0.333333 -1
0   62 1 -1
0 37  63 0.363636 -1
0 45 4 63 0.272727 -1
0 79  63 0.363636 -1
0 21  64 0.571429 -1
0 75 53 64 0.428571 -1
0 46  65 1 -1
0   66 0.4 -1
0 88 12 66 0.6 -1
0 7  67 0.444444 -1
0   67 0.222222 -1
0 28 35 67 0.333333 -1
0   68 0.285714 -1
0   68 0.285714 -1
0 96 98 68 0.428571 -1
0 53  69 1 -1
0 3 52 70 1 -1
0 86 30 71 0.333333 -1
0 89  71 0.444444 -1
0   71 0.222222 -1
0   72 0.333333 -1
0 5  72 0.666667 -1
0   73 0.333333 -1
0   73 0.333333 -1
0   73 0.333333 -1
0 99  74 0.5 -1
0   74 0.25 -1
0   74 0.25 -1
0   75 0.333333 -1
0 14  75 0.666667 -1
0 87  76 0.363636 -1
0 47 1 76 0.272727 -1
0 91  76 0.363636 -1
0 48 5 77 1 -1
0 27  78 0.666667 -1
0   78 0.333333 -1
0   79 1 -1
0 84 20 80 0.428571 -1
0 40  80 0.571429 -1
0 45  81 0.571429 -1
0 98 3 81 0.428571 -1
0   82 0.222222 -1
0 40 95 82 0.333333 -1
0 19  82 0.444444 -1
0   83 0.25 -1
0 86 2 83 0.375 -1
0 12 86 83 0.375 -1
0 55 17 84 1 -1
0   85 1 -1
0 66  86 0.5 -1
0 71  86 0.5 -1
0   87 0.222222 -1
0 52  87 0.444444 -1
0 27 48 87 0.333333 -1
0 8  88 0.571429 -1
0 91 8 88 0.428571 -1
0 95 69 89 0.3 -1
0 96  89 0.4 -1
0 88 81 89 0.3 -1
0 45  90 0.571429 -1
0 69 3 90 0.428571 -1
0 74 22 91 0.375 -1
0 34 86 91 0.375 -1
0   91 0.25 -1
0 81 5 92 0.5 -1
0 7 80 92 0.5 -1
0 65  93 0.666667 -1
0   93 0.333333 -1
0   94 1 -1
0 26 40 95 0.5 -1
0 89 47 95 0.5 -1
0   96 0.222222 -1
0 25  96 0.444444 -1
0 32 22 96 0.333333 -1
0   97 0.4 -1
0 65 91 97 0.6 -1
0   98 0.222222 -1
0 35 63 98 0.333333 -1
0 16  98 0.444444 -1
0 55  99 0.5 -1
0 63  99 0.5 -1
1   0 1 -1
1   2 1 -1
1 22  3 0.571429 -1
1 85 91 3 0.428571 -1
1 19 9 4 0.3 -1
1 0 56 4 0.3 -1
1 21  4 0.4 -1
1   5 0.4 -1
1 39 57 5 0.6 -1
1   6 0.5 -1
1   6 0.5 -1
1 19  7 0.666667 -1
1   7 0.333333 -1
1   8 0.5 -1
1   8 0.5 -1
1   9 0.4 -1
1 40 73 9 0.6 -1
1 35  10 1 -1
1   11 0.5 -1
1   11 0.5 -1
1   12 0.222222 -1
1 71 21 12 0.333333 -1
1 75  12 0.444444 -1
1 3 51 13 1 -1
1 65  14 1 -1
1   15 0.333333 -1
1   15 0.333333 -1
1   15 0.333333 -1
1 89  16 0.666667 -1
1   16 0.333333 -1
1 3  17 1 -1
1 57 4 18 1 -1
1 75 32 19 0.6 -1
1   19 0.4 -1
1   20 0.285714 -1
1   20 0.285714 -1
1 50 77 20 0.428571 -1
1 4 9 21 1 -1
1 73 34 22 0.333333 -1
1   22 0.222222 -1
1 80  22 0.444444 -1
1 8  23 1 -1
1   24 0.333333 -1
1   24 0.333333 -1
1   24 0.333333 -1
1   25 1 -1
1   26 0.25 -1
1 16 21 26 0.375 -1
1 54 89 26 0.375 -1
1 3  27 1 -1
1 4 79 28 0.333333 -1
1   28 0.222222 -1
1 95  28 0.444444 -1
1 60 81 29 1 -1
1 72 98 30 1 -1
1   31 0.2 -1
1 47  31 0.4 -1
1 23  31 0.4 -1
1   32 0.5 -1
1   32 0.5 -1
1 12 21 33 1 -1
1 95  34 1 -1
1 37  35 1 -1
1 71 54 36 0.5 -1
1 64 52 36 0.5 -1
1 57 16 37 0.5 -1
1 38 65 37 0.5 -1
1 86  38 0.444444 -1
1 48 16 38 0.333333 -1
1   38 0.222222 -1
1 63 99 39 1 -1
1   40 0.285714 -1
1 86 4 40 0.428571 -1
1   40 0.285714 -1
1 81  41 0.666667 -1
1   41 0.333333 -1
1 9 11 42 0.5 -1
1 24 16 42 0.5 -1
1 12  43 1 -1
1 71 82 44 1 -1
1   45 0.333333 -1
1 2  45 0.666667 -1
1 75 39 46 0.333333 -1
1   46 0.222222 -1
1 58  46 0.444444 -1
1 37  47 0.363636 -1
1 66  47 0.363636 -1
1 51 55 47 0.272727 -1
1   48 0.2 -1
1 49  48 0.4 -1
1 94  48 0.4 -1
1   49 0.222222 -1
1 47  49 0.444444 -1
1 46 31 49 0.333333 -1
1 52 9 50 0.375 -1
1   50 0.25 -1
1 91 71 50 0.375 -1
1 12  51 0.571429 -1
1 7 74 51 0.428571 -1
1 87  52 0.5 -1
1 73  52 0.5 -1
1 63  53 0.4 -1
1 71 65 53 0.3 -1
1 80 66 53 0.3 -1
1 57  54 0.363636 -1
1 2 48 54 0.272727 -1
1 29  54 0.363636 -1
1 17 66 55 0.6 -1
1   55 0.4 -1
1 35  56 0.666667 -1
1   56 0.333333 -1
1   57 0.333333 -1
1 81  57 0.666667 -1
1 5 99 58 0.6 -1
1   58 0.4 -1
1 37  59 0.4 -1
1 11 29 59 0.3 -1
1 46 89 59 0.3 -1
1   60 0.5 -1
1   60 0.5 -1
1   61 1 -1
1 29 46 62 0.333333 -1
1   62 0.222222 -1
1 85  62 0.444444 -1
1   63 1 -1
1   64 0.25 -1
1   64 0.25 -1
1 30  64 0.5 -1
1 8  65 1 -1
1 80 45 66 0.333333 -1
1 55  66 0.444444 -1
1   66 0.222222 -1
1   67 1 -1
1 20 46 68 1 -1
1 63 40 69 0.428571 -1
1 60  69 0.571429 -1
1 3 58 70 0.5 -1
1 17 42 70 0.5 -1
1   71 1 -1
1 73 88 72 0.428571 -1
1 43  72 0.571429 -1
1 51 52 73 0.6 -1
1   73 0.4 -1
1 32  74 1 -1
1   75 1 -1
1 73 29 76 0.3 -1
1 71 21 76 0.3 -1
1 34  76 0.4 -1
1 29 62 77 0.6 -1
1   77 0.4 -1
1   78 1 -1
1 16 45 79 0.272727 -1
1 55  79 0.363636 -1
1 84  79 0.363636 -1
1 54 96 80 1 -1
1 99  81 0.5 -1
1 8  81 0.5 -1
1 32  82 0.666667 -1
1   82 0.333333 -1
1 19 95 83 0.375 -1
1   83 0.25 -1
1 46 22 83 0.375 -1
1 43 94 84 0.6 -1
1   84 0.4 -1
1 8 54 85 0.5 -1
1 35 0 85 0.5 -1
1 56 71 86 0.5 -1
1 81 66 86 0.5 -1
1 61 89 87 0.333333 -1
1 29 54 87 0.333333 -1
1 95 12 87 0.333333 -1
1 4  88 0.666667 -1
1   88 0.333333 -1
1 58 7 89 1 -1
1   90 0.5 -1
1   90 0.5 -1
1 22 47 91 1 -1
1   92 0.25 -1
1 75 54 92 0.375 -1
1 31 21 92 0.375 -1
1 73  93 0.5 -1
1 7  93 0.5 -1
1 16  94 1 -1
1   95 1 -1
1   96 1 -1
1   97 1 -1
1   98 0.222222 -1
1 11  98 0.444444 -1
1 92 74 98 0.333333 -1
1   99 1 -1
2   0 0.4 -1
2 81 84 0 0.6 -1
2 80 91 1 1 -1
2 92 29 3 1 -1
2 53 3 4 1 -1
2 92  5 0.444444 -1
2   5 0.222222 -1
2 26 3 5 0.333333 -1
2 12  6 1 -1
2 11  7 0.571429 -1
2 56 57 7 0.428571 -1
2 67  8 0.5 -1
2 88  8 0.5 -1
2 84  9 0.4 -1
