0 79 22 1 0.375 -1
0   1 0.25 -1
0 64 36 1 0.375 -1
0 31  2 0.333333 -1
0 92  2 0.333333 -1
0 13  2 0.333333 -1
0 93  3 0.666667 -1
0   3 0.333333 -1
0 12 92 4 0.333333 -1
0 97  4 0.444444 -1
0   4 0.222222 -1
0 30  5 0.571429 -1
0 52 73 5 0.428571 -1
0   6 0.333333 -1
0 7  6 0.666667 -1
0 91  7 1 -1
0 98 39 8 1 -1
0   9 1 -1
0 32  10 0.666667 -1
0   10 0.333333 -1
0 6 18 11 0.428571 -1
0 38  11 0.571429 -1
0 51 77 12 1 -1
0 30  13 0.666667 -1
0   13 0.333333 -1
0 97  14 1 -1
0 83 31 15 0.3 -1
0 5 66 15 0.3 -1
0 99  15 0.4 -1
0   16 1 -1
0 22 70 17 0.6 -1
0   17 0.4 -1
0   18 0.4 -1
0 16 1 18 0.6 -1
0 26 82 19 0.428571 -1
0 30  19 0.571429 -1
0 36  20 0.4 -1
0 8  20 0.4 -1
0   20 0.2 -1
0 12 26 21 0.428571 -1
0 56  21 0.571429 -1
0 31 55 22 1 -1
0 54  23 0.571429 -1
0 55 48 23 0.428571 -1
0   24 0.333333 -1
0 11  24 0.666667 -1
0 96  25 0.666667 -1
0   25 0.333333 -1
0 77  26 0.5 -1
0 4  26 0.5 -1
0 74 31 27 1 -1
0   28 0.285714 -1
0   28 0.285714 -1
0 32 80 28 0.428571 -1
0 52 27 29 1 -1
0 4  30 0.4 -1
0 41  30 0.4 -1
0   30 0.2 -1
0 35 36 31 0.333333 -1
0   31 0.222222 -1
0 15  31 0.444444 -1
0   32 0.5 -1
0   32 0.5 -1
0 41  33 0.363636 -1
0 18  33 0.363636 -1
0 39 77 33 0.272727 -1
0 18  34 0.5 -1
0   34 0.25 -1
0   34 0.25 -1
0 80 34 35 1 -1
0 74 31 36 1 -1
0 89  37 0.444444 -1
0 35 66 37 0.333333 -1
0   37 0.222222 -1
0 9  38 1 -1
0   39 0.333333 -1
0 66  39 0.666667 -1
