0 25  1 0.533333 -1
0   1 0.4 -1
0   2 0.8 -1
0   3 1.2 -1
0 5  4 0.8 -1
0 45 22 5 0.6 -1
0 27 20 5 0.4 -1
0 38  6 1.2 -1
0   7 1.2 -1
0 43 32 8 0.4 -1
0 9 17 8 0.266667 -1
0 31 25 8 0.266667 -1
0 38  9 0.6 -1
0 5  9 0.6 -1
0 8 17 10 0.8 -1
0 47 10 11 0.342857 -1
0 36  11 0.685714 -1
0   12 1.2 -1
0 9  13 0.8 -1
0   14 0.4 -1
0   14 0.6 -1
0 28  15 0.8 -1
0   15 0.4 -1
0 30  16 0.457143 -1
0 14 21 16 0.514286 -1
0 45  17 1.2 -1
0 29 37 18 0.48 -1
0   18 0.32 -1
0 46  19 0.355556 -1
0 38 6 19 0.266667 -1
0   19 0.177778 -1
0 48  20 0.4 -1
0 31  20 0.6 -1
0 44  21 0.8 -1
0   22 0.8 -1
0 22  23 0.48 -1
0   23 0.16 -1
0 39  23 0.48 -1
0 18 46 24 0.45 -1
0 21 30 24 0.3 -1
0   24 0.2 -1
0 8  25 0.4 -1
0   25 0.2 -1
0   25 0.2 -1
0 45  26 0.8 -1
0 6  27 0.8 -1
0   28 0.4 -1
0 12  28 0.533333 -1
0 17 27 29 0.8 -1
0   30 0.4 -1
0   30 0.266667 -1
0   30 0.4 -1
0   31 1.2 -1
0 16 49 32 0.266667 -1
0 42 16 32 0.266667 -1
0 18 22 32 0.4 -1
0 20 21 33 0.48 -1
0   33 0.32 -1
0 20 17 34 0.8 -1
0   35 1.2 -1
0 38 39 36 0.8 -1
0 46  37 1.2 -1
0 44 17 38 0.45 -1
0   38 0.3 -1
0 46 35 38 0.3 -1
0   39 0.266667 -1
0 13  39 0.8 -1
0 1 14 40 1.2 -1
0 30 5 41 1.2 -1
0 47 34 42 0.8 -1
0   43 0.4 -1
0   43 0.6 -1
0   44 0.48 -1
0 5 38 44 0.72 -1
0 36  45 0.4 -1
0   45 0.3 -1
0   45 0.3 -1
0 42 31 46 0.342857 -1
0 38  46 0.457143 -1
0   47 1.2 -1
0 25 36 48 0.8 -1
0   49 0.266667 -1
0 31 21 49 0.266667 -1
0 10  49 0.355556 -1
1 8  0 0.8 -1
1   0 0.4 -1
1 36  2 0.533333 -1
1   2 0.4 -1
1 35  3 0.4 -1
1   3 0.3 -1
1   3 0.3 -1
1 28 31 4 1.2 -1
1   5 0.48 -1
1 45 30 5 0.48 -1
1   6 1.2 -1
1 36 38 7 0.8 -1
1 28  8 0.32 -1
1 30  8 0.32 -1
1   8 0.24 -1
1 5  9 0.8 -1
1 21 35 10 1.2 -1
1   11 0.24 -1
1 20  11 0.32 -1
1 9  11 0.48 -1
1 31 7 12 0.8 -1
1 42  13 0.8 -1
1   14 0.3 -1
1 12 41 14 0.45 -1
1 36 30 14 0.45 -1
1 35 9 15 0.514286 -1
1 25  15 0.685714 -1
1   16 0.24 -1
1 46  16 0.32 -1
1 8  16 0.32 -1
1   17 0.8 -1
1   18 1.2 -1
1 27  19 0.685714 -1
1 14 10 19 0.342857 -1
1 8 9 20 0.8 -1
1 34  21 1.2 -1
1 43  22 0.8 -1
1 30 40 23 1.2 -1
1   24 0.177778 -1
1 48 20 24 0.266667 -1
1 38  24 0.533333 -1
1 18 22 25 0.6 -1
1 42 29 25 0.4 -1
1 3 27 26 0.48 -1
1   26 0.32 -1
1   27 0.266667 -1
1   27 0.266667 -1
1   27 0.4 -1
1 41  28 0.266667 -1
1 27  28 0.4 -1
1 44  28 0.266667 -1
1   29 0.24 -1
1 47  29 0.48 -1
1 17  29 0.32 -1
1 25 7 30 0.514286 -1
