0 26  1 0.571429 -1
0 50 9 1 0.428571 -1
0 66 4 2 0.375 -1
0 36 48 2 0.375 -1
0   2 0.25 -1
0   3 1 -1
0 69  4 0.4 -1
0 28 74 4 0.3 -1
0 67 47 4 0.3 -1
0   5 1 -1
0   6 0.333333 -1
0 72  6 0.666667 -1
0   7 0.5 -1
0   7 0.5 -1
0   8 0.333333 -1
0   8 0.333333 -1
0   8 0.333333 -1
0   9 0.333333 -1
0 18  9 0.666667 -1
0   10 0.285714 -1
0 54 66 10 0.428571 -1
0   10 0.285714 -1
0 38 9 11 0.428571 -1
0   11 0.285714 -1
0   11 0.285714 -1
0 38 56 12 1 -1
0 22  13 0.4 -1
0   13 0.2 -1
0 30  13 0.4 -1
0 71  14 1 -1
0 33  15 0.444444 -1
0   15 0.222222 -1
0 72 54 15 0.333333 -1
0   16 1 -1
0 65  17 1 -1
0 23 73 18 0.6 -1
0   18 0.4 -1
0 57 22 19 0.375 -1
0 30 65 19 0.375 -1
0   19 0.25 -1
0   20 0.25 -1
0 71 27 20 0.375 -1
0 9 65 20 0.375 -1
0 6  21 0.666667 -1
0   21 0.333333 -1
0 30 78 22 0.5 -1
0 66 14 22 0.5 -1
0   23 0.222222 -1
0 71 29 23 0.333333 -1
0 75  23 0.444444 -1
0 20 54 24 0.5 -1
0 52 56 24 0.5 -1
0   25 0.333333 -1
0   25 0.333333 -1
0   25 0.333333 -1
0 8  26 0.666667 -1
0   26 0.333333 -1
0 62  27 1 -1
0 23 57 28 1 -1
0 7 42 29 0.6 -1
0   29 0.4 -1
0   30 0.222222 -1
0 29  30 0.444444 -1
0 5 6 30 0.333333 -1
0 53 79 31 0.333333 -1
0 38  31 0.444444 -1
0   31 0.222222 -1
0 24  32 0.444444 -1
0 14 61 32 0.333333 -1
0   32 0.222222 -1
0 71 39 33 1 -1
0   34 0.333333 -1
0   34 0.333333 -1
0   34 0.333333 -1
0 65 67 35 0.5 -1
0 53 65 35 0.5 -1
0 60  36 0.666667 -1
0   36 0.333333 -1
0 14  37 1 -1
0 9  38 1 -1
0   39 1 -1
0   40 0.285714 -1
0 54 42 40 0.428571 -1
0   40 0.285714 -1
0 56  41 0.5 -1
0   41 0.25 -1
0   41 0.25 -1
0 24  42 1 -1
0   43 0.285714 -1
0 42 15 43 0.428571 -1
0   43 0.285714 -1
0 38  44 1 -1
0   45 1 -1
0 3  46 0.5 -1
0 12  46 0.5 -1
0 56  47 0.363636 -1
0 28 72 47 0.272727 -1
0 5  47 0.363636 -1
0   48 0.333333 -1
0 9  48 0.666667 -1
0   49 1 -1
0 35 48 50 1 -1
0 47 74 51 0.3 -1
0 79  51 0.4 -1
0 36 57 51 0.3 -1
0   52 1 -1
0 75 8 53 1 -1
0   54 0.2 -1
0 62  54 0.4 -1
0 43  54 0.4 -1
0   55 0.5 -1
0   55 0.5 -1
0   56 0.285714 -1
0   56 0.285714 -1
0 5 72 56 0.428571 -1
0   57 0.222222 -1
0 5  57 0.444444 -1
0 54 64 57 0.333333 -1
0 38  58 0.571429 -1
0 8 71 58 0.428571 -1
0 36  59 0.4 -1
0 9 71 59 0.3 -1
0 31 66 59 0.3 -1
0 4 76 60 0.333333 -1
0 66 65 60 0.333333 -1
0 78 50 60 0.333333 -1
0 4  61 0.5 -1
0 65  61 0.5 -1
0 33  62 0.666667 -1
0   62 0.333333 -1
0   63 0.25 -1
0   63 0.25 -1
0 72  63 0.5 -1
0 24 9 64 0.6 -1
0   64 0.4 -1
0 15 25 65 0.5 -1
0 73 48 65 0.5 -1
0 74 9 66 0.375 -1
0   66 0.25 -1
0 48 69 66 0.375 -1
0 22  67 0.4 -1
0 77 55 67 0.3 -1
0 28 13 67 0.3 -1
0 66 77 68 0.428571 -1
0   68 0.285714 -1
0   68 0.285714 -1
0 65 13 69 0.375 -1
0   69 0.25 -1
0 23 4 69 0.375 -1
0 44 49 70 0.428571 -1
0 69  70 0.571429 -1
0 44  71 0.444444 -1
0   71 0.222222 -1
0 56 37 71 0.333333 -1
0   72 0.333333 -1
0 20  72 0.666667 -1
0 22  73 1 -1
0 12 44 74 1 -1
0 15 65 75 0.428571 -1
0 35  75 0.571429 -1
0 7 55 76 0.428571 -1
0 72  76 0.571429 -1
0   77 0.333333 -1
0 44  77 0.666667 -1
0 13  78 0.4 -1
0   78 0.2 -1
0 36  78 0.4 -1
0 56 55 79 0.5 -1
