0 146748 147063
1 176256 185591
2 411061 414424
3 315484 319764
4 320681 311684
5 302741 301345
6 384085 383486
7 233157 221878
8 256052 240328
9 300929 302503
10 189584 195119
11 398875 402141
12 416301 407705
13 308609 313356
14 178264 168256
15 415793 419882
16 272870 282430
17 388208 396242
18 263029 272033
19 143752 153101
20 446836 447945
21 135944 136965
22 338373 336489
23 207717 209850
24 144848 147861
25 199457 193147
26 187109 190698
27 469273 464223
28 198365 199868
29 220254 217964
30 236826 241458
31 190551 197275
32 133661 137182
33 325451 327306
34 300593 299162
35 190853 203750
36 260465 274164
37 166656 167225
38 308052 311915
39 423268 427907
40 375741 379672
41 168356 176538
42 183429 174055
43 351072 347164
44 181464 179743
45 342835 334010
46 211433 200698
47 391718 389445
48 394966 382370
49 288362 278172
50 272577 267556
51 272034 268526
52 168765 170292
53 231914 229842
54 158106 156086
55 264850 265518
56 343254 326085
57 315559 316523
58 336234 344372
59 394417 395203
60 175185 181006
61 277824 285430
62 323971 325450
63 158551 146707
64 368637 369190
65 433851 440524
66 160490 168275
67 408996 403018
68 285401 285136
69 249455 241111
